id,category
1492,nba
1493,nba
1494,movies
1495,politics
1496,worldnews
1497,soccer
1498,worldnews
1499,movies
1500,worldnews
1501,worldnews
1502,news
1503,nfl
1504,politics
1505,nfl
1506,news
1507,news
1508,nfl
1509,movies
1510,nfl
1511,worldnews
1512,politics
1513,nfl
1514,movies
1515,news
1516,worldnews
1517,news
1518,nfl
1519,nba
1520,soccer
1521,soccer
1522,soccer
1523,movies
1524,soccer
1525,news
1526,politics
1527,worldnews
1528,hockey
1529,movies
1530,worldnews
1531,politics
1532,politics
1533,soccer
1534,soccer
1535,politics
1536,soccer
1537,nfl
1538,hockey
1539,news
1540,worldnews
1541,hockey
1542,soccer
1543,news
1544,worldnews
1545,nfl
1546,worldnews
1547,worldnews
1548,soccer
1549,hockey
1550,nba
1551,news
1552,soccer
1553,worldnews
1554,hockey
1555,movies
1556,nba
1557,nba
1558,politics
1559,movies
1560,movies
1561,movies
1562,politics
1563,soccer
1564,worldnews
1565,worldnews
1566,nba
1567,soccer
1568,hockey
1569,politics
1570,politics
1571,nba
1572,movies
1573,politics
1574,nfl
1575,soccer
1576,politics
1577,politics
1578,movies
1579,movies
1580,worldnews
1581,politics
1582,worldnews
1583,nba
1584,movies
1585,movies
1586,politics
1587,movies
1588,soccer
1589,politics
1590,worldnews
1591,nfl
1592,nba
1593,worldnews
1594,politics
1595,politics
1596,movies
1597,nfl
1598,nfl
1599,politics
1600,movies
1601,news
1602,soccer
1603,movies
1604,hockey
1605,nfl
1606,soccer
1607,news
1608,news
1609,nba
1610,movies
1611,movies
1612,soccer
1613,nfl
1614,hockey
1615,nfl
1616,worldnews
1617,hockey
1618,worldnews
1619,hockey
1620,worldnews
1621,movies
1622,news
1623,hockey
1624,news
1625,politics
1626,news
1627,worldnews
1628,nfl
1629,soccer
1630,nba
1631,politics
1632,nba
1633,nba
1634,worldnews
1635,soccer
1636,nfl
1637,politics
1638,soccer
1639,nfl
1640,nfl
1641,nfl
1642,worldnews
1643,hockey
1644,news
1645,worldnews
1646,soccer
1647,nba
1648,movies
1649,nba
1650,soccer
1651,nfl
1652,movies
1653,movies
1654,soccer
1655,soccer
1656,nba
1657,soccer
1658,hockey
1659,hockey
1660,hockey
1661,politics
1662,news
1663,hockey
1664,nfl
1665,movies
1666,politics
1667,nfl
1668,news
1669,movies
1670,soccer
1671,soccer
1672,hockey
1673,movies
1674,news
1675,nfl
1676,soccer
1677,news
1678,movies
1679,movies
1680,hockey
1681,soccer
1682,hockey
1683,nfl
1684,nba
1685,nfl
1686,soccer
1687,nfl
1688,nba
1689,nfl
1690,news
1691,nba
1692,nba
1693,worldnews
1694,news
1695,politics
1696,soccer
1697,worldnews
1698,politics
1699,hockey
1700,movies
1701,worldnews
1702,nba
1703,politics
1704,nfl
1705,worldnews
1706,movies
1707,movies
1708,news
1709,nba
1710,politics
1711,nba
1712,movies
1713,hockey
1714,worldnews
1715,soccer
1716,movies
1717,nfl
1718,news
1719,hockey
1720,hockey
1721,nba
1722,nfl
1723,nba
1724,worldnews
1725,movies
1726,nfl
1727,news
1728,politics
1729,news
1730,hockey
1731,movies
1732,news
1733,nba
1734,movies
1735,hockey
1736,nba
1737,nba
1738,worldnews
1739,soccer
1740,soccer
1741,movies
1742,hockey
1743,soccer
1744,hockey
1745,nba
1746,news
1747,soccer
1748,nfl
1749,movies
1750,nfl
1751,politics
1752,hockey
1753,nfl
1754,worldnews
1755,nfl
1756,nfl
1757,soccer
1758,soccer
1759,worldnews
1760,news
1761,nba
1762,nfl
1763,hockey
1764,soccer
1765,soccer
1766,nba
1767,politics
1768,nba
1769,nfl
1770,movies
1771,politics
1772,nfl
1773,news
1774,worldnews
1775,nfl
1776,worldnews
1777,worldnews
1778,hockey
1779,movies
1780,worldnews
1781,hockey
1782,nfl
1783,worldnews
1784,movies
1785,movies
1786,movies
1787,hockey
1788,news
1789,politics
1790,worldnews
1791,soccer
1792,news
1793,politics
1794,worldnews
1795,worldnews
1796,nba
1797,nfl
1798,nfl
1799,nba
1800,politics
1801,nfl
1802,news
1803,politics
1804,nba
1805,hockey
1806,hockey
1807,politics
1808,nba
1809,nfl
1810,nba
1811,hockey
1812,movies
1813,worldnews
1814,worldnews
1815,politics
1816,nfl
1817,hockey
1818,politics
1819,nba
1820,news
1821,politics
1822,movies
1823,hockey
1824,news
1825,news
1826,worldnews
1827,worldnews
1828,news
1829,soccer
1830,worldnews
1831,politics
1832,soccer
1833,movies
1834,soccer
1835,nba
1836,movies
1837,hockey
1838,nba
1839,news
1840,hockey
1841,movies
1842,worldnews
1843,worldnews
1844,worldnews
1845,movies
1846,nfl
1847,nba
1848,politics
1849,nba
1850,news
1851,hockey
1852,movies
1853,nba
1854,news
1855,soccer
1856,news
1857,nfl
1858,movies
1859,news
1860,worldnews
1861,soccer
1862,news
1863,hockey
1864,nfl
1865,movies
1866,worldnews
1867,hockey
1868,hockey
1869,nfl
1870,news
1871,nba
1872,movies
1873,movies
1874,worldnews
1875,politics
1876,movies
1877,news
1878,worldnews
1879,soccer
1880,hockey
1881,worldnews
1882,politics
1883,soccer
1884,nfl
1885,hockey
1886,movies
1887,politics
1888,soccer
1889,politics
1890,worldnews
1891,nfl
1892,news
1893,worldnews
1894,hockey
1895,soccer
1896,news
1897,worldnews
1898,worldnews
1899,nba
1900,hockey
1901,nba
1902,news
1903,soccer
1904,politics
1905,movies
1906,nba
1907,nba
1908,hockey
1909,news
1910,movies
1911,hockey
1912,nba
1913,politics
1914,soccer
1915,hockey
1916,soccer
1917,movies
1918,nba
1919,movies
1920,politics
1921,nfl
1922,soccer
1923,hockey
1924,nfl
1925,hockey
1926,worldnews
1927,soccer
1928,news
1929,nba
1930,nfl
1931,news
1932,politics
1933,soccer
1934,nfl
1935,movies
1936,news
1937,politics
1938,hockey
1939,politics
1940,nfl
1941,politics
1942,nfl
1943,hockey
1944,movies
1945,soccer
1946,movies
1947,movies
1948,worldnews
1949,soccer
1950,politics
1951,news
1952,politics
1953,soccer
1954,soccer
1955,news
1956,politics
1957,hockey
1958,nba
1959,worldnews
1960,hockey
1961,movies
1962,hockey
1963,nba
1964,worldnews
1965,movies
1966,politics
1967,nba
1968,soccer
1969,politics
1970,news
1971,news
1972,movies
1973,nfl
1974,worldnews
1975,movies
1976,movies
1977,movies
1978,politics
1979,nba
1980,nfl
1981,movies
1982,nfl
1983,hockey
1984,worldnews
1985,nba
1986,worldnews
1987,nba
1988,movies
1989,nba
1990,nfl
1991,politics
1992,hockey
1993,movies
1994,nba
1995,nfl
1996,movies
1997,politics
1998,hockey
1999,soccer
2000,movies
2001,hockey
2002,politics
2003,hockey
2004,movies
2005,soccer
2006,soccer
2007,worldnews
2008,nfl
2009,hockey
2010,nfl
2011,movies
2012,worldnews
2013,nba
2014,worldnews
2015,politics
2016,nba
2017,nba
2018,worldnews
2019,worldnews
2020,news
2021,politics
2022,politics
2023,soccer
2024,nba
2025,soccer
2026,politics
2027,nfl
2028,news
2029,movies
2030,news
2031,nfl
2032,news
2033,movies
2034,news
2035,hockey
2036,news
2037,soccer
2038,worldnews
2039,hockey
2040,hockey
2041,hockey
2042,politics
2043,soccer
2044,movies
2045,nba
2046,nba
2047,nba
2048,nfl
2049,hockey
2050,nba
2051,news
2052,worldnews
2053,news
2054,worldnews
2055,nfl
2056,hockey
2057,movies
2058,nfl
2059,soccer
2060,movies
2061,movies
2062,politics
2063,news
2064,nba
2065,soccer
2066,politics
2067,politics
2068,soccer
2069,nba
2070,nfl
2071,news
2072,nba
2073,politics
2074,worldnews
2075,news
2076,news
2077,nfl
2078,nba
2079,nba
2080,news
2081,news
2082,politics
2083,nba
2084,hockey
2085,soccer
2086,soccer
2087,news
2088,worldnews
2089,news
2090,movies
2091,nfl
2092,hockey
2093,nba
2094,news
2095,soccer
2096,hockey
2097,nba
2098,nba
2099,nba
2100,nfl
2101,movies
2102,news
2103,worldnews
2104,soccer
2105,movies
2106,nba
2107,movies
2108,hockey
2109,hockey
2110,soccer
2111,politics
2112,soccer
2113,nfl
2114,nba
2115,nfl
2116,nfl
2117,nfl
2118,soccer
2119,politics
2120,movies
2121,politics
2122,news
2123,worldnews
2124,worldnews
2125,worldnews
2126,soccer
2127,worldnews
2128,hockey
2129,nba
2130,news
2131,nba
2132,politics
2133,movies
2134,politics
2135,politics
2136,politics
2137,worldnews
2138,soccer
2139,politics
2140,news
2141,politics
2142,movies
2143,nba
2144,politics
2145,worldnews
2146,hockey
2147,hockey
2148,nba
2149,worldnews
2150,politics
2151,worldnews
2152,nfl
2153,worldnews
2154,nba
2155,nba
2156,hockey
2157,nba
2158,nba
2159,soccer
2160,soccer
2161,worldnews
2162,hockey
2163,soccer
2164,politics
2165,worldnews
2166,hockey
2167,movies
2168,news
2169,worldnews
2170,worldnews
2171,hockey
2172,nba
2173,news
2174,nba
2175,nba
2176,news
2177,news
2178,soccer
2179,nba
2180,worldnews
2181,movies
2182,news
2183,nfl
2184,movies
2185,movies
2186,politics
2187,news
2188,nfl
2189,soccer
2190,hockey
2191,soccer
2192,soccer
2193,nfl
2194,politics
2195,politics
2196,nba
2197,soccer
2198,hockey
2199,nba
2200,nba
2201,movies
2202,soccer
2203,nba
2204,news
2205,hockey
2206,nfl
2207,movies
2208,news
2209,soccer
2210,hockey
2211,worldnews
2212,worldnews
2213,news
2214,news
2215,nba
2216,nba
2217,news
2218,movies
2219,news
2220,nfl
2221,nba
2222,news
2223,movies
2224,hockey
2225,news
2226,nba
2227,hockey
2228,nba
2229,news
2230,nfl
2231,news
2232,nba
2233,nba
2234,news
2235,hockey
2236,nba
2237,news
2238,worldnews
2239,nba
2240,movies
2241,worldnews
2242,worldnews
2243,soccer
2244,worldnews
2245,soccer
2246,worldnews
2247,soccer
2248,worldnews
2249,movies
2250,soccer
2251,news
2252,worldnews
2253,politics
2254,soccer
2255,soccer
2256,soccer
2257,news
2258,politics
2259,nba
2260,politics
2261,worldnews
2262,soccer
2263,politics
2264,politics
2265,politics
2266,politics
2267,news
2268,hockey
2269,news
2270,worldnews
2271,politics
2272,hockey
2273,politics
2274,movies
2275,news
2276,news
2277,movies
2278,hockey
2279,movies
2280,worldnews
2281,politics
2282,worldnews
2283,hockey
2284,news
2285,nfl
2286,soccer
2287,politics
2288,movies
2289,nfl
2290,nba
2291,nba
2292,nba
2293,politics
2294,news
2295,soccer
2296,hockey
2297,soccer
2298,worldnews
2299,worldnews
2300,hockey
2301,soccer
2302,nba
2303,worldnews
2304,news
2305,movies
2306,nba
2307,nfl
2308,news
2309,news
2310,soccer
2311,hockey
